SMILES-ID:629 is discarded due to the problem in the structural parameters.
SMILES-ID:630 is discarded due to the problem in the structural parameters.
SMILES-ID:631 is discarded due to the problem in the structural parameters.
SMILES-ID:656 is discarded due to the problem in the structural parameters.
SMILES-ID:657 is discarded due to the problem in the structural parameters.
SMILES-ID:658 is discarded due to the problem in the structural parameters.
SMILES-ID:1035 is discarded due to the problem in the structural parameters.
SMILES-ID:1667 is discarded due to the problem in the structural parameters.
SMILES-ID:1697 is discarded due to the problem in the structural parameters.
SMILES-ID:1772 is discarded due to the problem in the structural parameters.
SMILES-ID:1773 is discarded due to the problem in the structural parameters.
SMILES-ID:1808 is discarded due to the problem in the structural parameters.
SMILES-ID:1971 is discarded due to the problem in the structural parameters.
SMILES-ID:2084 is discarded due to the problem in the structural parameters.
SMILES-ID:2085 is discarded due to the problem in the structural parameters.
SMILES-ID:2102 is discarded due to the problem in the structural parameters.
SMILES-ID:2103 is discarded due to the problem in the structural parameters.
SMILES-ID:2104 is discarded due to the problem in the structural parameters.
SMILES-ID:2128 is discarded due to the problem in the structural parameters.
SMILES-ID:2192 is discarded due to the problem in the structural parameters.
SMILES-ID:2262 is discarded due to the problem in the structural parameters.
SMILES-ID:2292 is discarded due to the problem in the structural parameters.
SMILES-ID:2301 is discarded due to the problem in the structural parameters.
SMILES-ID:2304 is discarded due to the problem in the structural parameters.
SMILES-ID:2333 is discarded due to the problem in the structural parameters.
SMILES-ID:2365 is discarded due to the problem in the structural parameters.
SMILES-ID:2371 is discarded due to the problem in the structural parameters.
SMILES-ID:2504 is discarded due to the problem in the structural parameters.
SMILES-ID:2592 is discarded due to the problem in the structural parameters.
SMILES-ID:2593 is discarded due to the problem in the structural parameters.
SMILES-ID:2595 is discarded due to the problem in the structural parameters.
SMILES-ID:2859 is discarded due to the problem in the structural parameters.
SMILES-ID:3238 is discarded due to the problem in the structural parameters.
SMILES-ID:3382 is discarded due to the problem in the structural parameters.
SMILES-ID:3446 is discarded due to the problem in the structural parameters.
SMILES-ID:3498 is discarded due to the problem in the structural parameters.
SMILES-ID:3499 is discarded due to the problem in the structural parameters.
SMILES-ID:3500 is discarded due to the problem in the structural parameters.
SMILES-ID:3635 is discarded due to the problem in the structural parameters.
SMILES-ID:3653 is discarded due to the problem in the structural parameters.
SMILES-ID:3669 is discarded due to the problem in the structural parameters.
SMILES-ID:3681 is discarded due to the problem in the structural parameters.
SMILES-ID:3683 is discarded due to the problem in the structural parameters.
SMILES-ID:3684 is discarded due to the problem in the structural parameters.
SMILES-ID:3685 is discarded due to the problem in the structural parameters.
SMILES-ID:3700 is discarded due to the problem in the structural parameters.
SMILES-ID:3716 is discarded due to the problem in the structural parameters.
SMILES-ID:3720 is discarded due to the problem in the structural parameters.
SMILES-ID:3722 is discarded due to the problem in the structural parameters.
molecule-id;erf;rf;dnn;knn;svr;esvr;lr
80                  ;-7.751;-7.971;-7.895;-7.335;-7.531;-7.302;-7.549
81                  ;-8.354;-8.752;-8.265;-6.603;-8.138;-7.546;-8.155
82                  ;-8.195;-8.391;-8.894;-9.196;-7.803;-8.402;-7.990
83                  ;-7.850;-7.995;-8.575;-7.556;-7.455;-8.067;-7.458
84                  ;-8.638;-8.835;-8.774;-10.005;-8.474;-8.486;-8.609
85                  ;-8.297;-8.746;-8.489;-7.674;-8.297;-7.883;-8.289
86                  ;-7.246;-7.447;-7.498;-7.791;-7.291;-6.851;-7.339
87                  ;-6.406;-6.203;-6.122;-7.195;-6.362;-5.870;-6.313
88                  ;-6.297;-6.246;-6.301;-6.668;-6.350;-6.175;-6.312
89                  ;-7.581;-7.923;-7.895;-8.304;-7.538;-7.396;-7.575
90                  ;-7.684;-7.336;-8.291;-8.627;-7.114;-7.602;-7.210
91                  ;-7.657;-7.368;-8.287;-8.627;-7.162;-7.610;-7.245
92                  ;-6.716;-6.787;-7.540;-7.396;-7.152;-6.811;-7.219
93                  ;-6.956;-7.120;-7.588;-7.759;-7.304;-7.066;-7.364
94                  ;-8.127;-8.358;-8.758;-8.851;-7.676;-8.275;-7.859
95                  ;-8.260;-8.456;-8.851;-5.955;-8.372;-8.464;-8.337
96                  ;-8.656;-8.836;-9.034;-9.860;-9.037;-8.692;-9.083
97                  ;-8.848;-8.991;-9.252;-8.885;-9.229;-8.929;-9.260
98                  ;-8.653;-8.622;-9.198;-8.936;-8.062;-9.035;-8.192
99                  ;-8.078;-7.977;-9.107;-10.072;-7.851;-8.775;-7.831
100                 ;-8.545;-8.655;-8.915;-7.132;-8.397;-8.488;-8.347
101                 ;-8.554;-8.646;-9.082;-7.346;-8.423;-8.782;-8.421
102                 ;-6.535;-6.429;-6.739;-6.120;-6.214;-6.179;-6.198
103                 ;-6.028;-5.785;-5.932;-6.104;-5.604;-6.025;-5.634
104                 ;-7.412;-7.585;-7.782;-5.674;-7.504;-7.205;-7.558
105                 ;-7.772;-8.053;-8.439;-7.034;-7.641;-7.982;-7.646
106                 ;-7.174;-6.704;-8.185;-8.680;-7.053;-7.416;-7.172
107                 ;-8.841;-8.881;-8.328;-8.523;-7.432;-8.381;-7.738
108                 ;-8.969;-9.170;-8.918;-8.049;-8.444;-8.576;-8.595
109                 ;-9.056;-9.189;-8.861;-8.091;-8.210;-8.633;-8.319
110                 ;-8.970;-9.171;-8.919;-8.049;-8.448;-8.582;-8.599
111                 ;-8.069;-8.441;-8.184;-5.874;-7.906;-7.552;-7.867
112                 ;-6.527;-6.325;-6.922;-6.199;-6.603;-6.391;-6.749
113                 ;-6.440;-6.205;-6.990;-6.633;-6.704;-6.683;-6.852
114                 ;-8.995;-9.054;-9.210;-7.166;-8.572;-9.469;-8.625
115                 ;-8.459;-8.815;-8.561;-7.845;-8.268;-7.825;-8.278
