MoleculeID;PBFE(ERF);PBFE(RF);PBFE(DNN);PBFE(KNN);PBFE(SVR);PBFE(εSVR);PBFE(LR)
APVD_2059_ZINC;	-10.204; -10.211; -10.038; -11.776; -10.694; -9.568; -10.664
APVD_2060_ZINC;	-10.256; -10.046; -10.130; -11.380; -10.776; -9.731; -10.738
APVD_2061_ZINC;	-7.981; -8.183; -8.682; -7.747; -7.643; -8.170; -7.655
APVD_2062_ZINC;	-8.420; -8.756; -8.858; -8.117; -8.190; -8.261; -8.177
APVD_2063_ZINC;	-8.364; -8.732; -9.245; -7.896; -8.461; -9.031; -8.224
APVD_2064_ZINC;	-9.130; -9.045; -9.390; -9.311; -7.984; -8.765; -8.253
APVD_2065_ZINC;	-9.023; -8.985; -9.500; -8.960; -8.223; -8.953; -8.464
APVD_2066_ZINC;	-8.240; -8.611; -8.943; -7.554; -8.135; -8.440; -8.013
APVD_2067_ZINC;	-8.455; -8.757; -9.399; -7.509; -8.247; -8.873; -8.129
APVD_2068_ZINC;	-8.080; -8.024; -8.485; -7.299; -7.655; -8.176; -7.559
APVD_2069_ZINC;	-10.005; -9.759; -9.804; -7.817; -9.522; -9.679; -9.515
APVD_2070_ZINC;	-8.331; -8.394; -9.792; -7.368; -8.745; -9.845; -8.638
APVD_2071_ZINC;	-6.062; -6.080; -6.955; -7.046; -6.657; -6.335; -6.754
APVD_2072_ZINC;	-7.219; -6.957; -7.808; -6.527; -6.854; -7.340; -6.934
APVD_2073_ZINC;	-7.020; -6.934; -7.483; -6.006; -6.869; -7.164; -6.927
APVD_2074_ZINC;	-8.503; -8.650; -9.657; -7.867; -8.932; -9.210; -9.011
APVD_2075_ZINC;	-8.505; -8.652; -9.656; -7.867; -8.931; -9.208; -9.010
APVD_2076_ZINC;	-8.114; -8.312; -8.226; -5.762; -7.945; -7.529; -7.898
APVD_2077_ZINC;	-8.382; -8.473; -9.551; -7.010; -8.599; -9.575; -8.506
APVD_2078_ZINC;	-9.193; -9.169; -9.414; -7.127; -8.815; -9.347; -8.687
APVD_2079_ZINC;	-8.072; -8.309; -8.548; -6.184; -7.934; -8.066; -7.974
APVD_2080_ZINC;	-7.866; -8.107; -8.490; -5.689; -7.918; -8.059; -7.887
APVD_2081_ZINC;	-7.713; -8.161; -8.540; -5.822; -8.111; -8.286; -8.065
APVD_2082_ZINC;	-8.853; -8.893; -8.485; -7.220; -8.564; -8.469; -8.490
APVD_2083_ZINC;	-8.470; -8.826; -8.524; -8.027; -8.425; -7.832; -8.367
APVD_2084_ZINC;	-8.377; -8.542; -9.384; -8.476; -8.430; -9.204; -8.368
APVD_2085_ZINC;	-8.583; -8.538; -9.436; -8.658; -8.469; -9.335; -8.446
APVD_2086_ZINC;	-6.904; -6.751; -7.238; -7.349; -6.483; -7.261; -6.536
APVD_2087_ZINC;	-6.762; -6.712; -6.956; -6.677; -6.493; -7.123; -6.525
APVD_2088_ZINC;	-9.886; -10.088; -9.831; -10.819; -11.055; -11.291; -11.024
APVD_2089_ZINC;	-9.752; -9.714; -9.664; -11.645; -9.989; -9.832; -9.884
APVD_2090_ZINC;	-8.554; -8.850; -8.808; -7.601; -8.455; -8.173; -8.378
APVD_2091_ZINC;	-8.333; -8.699; -8.666; -7.596; -8.203; -7.993; -8.156
APVD_2092_ZINC;	-8.497; -8.619; -8.913; -7.998; -8.403; -8.425; -8.420
APVD_2093_ZINC;	-8.497; -8.619; -8.913; -7.998; -8.403; -8.425; -8.420
APVD_2094_ZINC;	-8.618; -8.752; -8.928; -8.965; -8.527; -8.396; -8.614
APVD_2095_ZINC;	-8.600; -8.811; -8.762; -8.702; -8.317; -8.097; -8.448
APVD_2096_ZINC;	-8.595; -8.795; -8.759; -8.702; -8.314; -8.095; -8.444
APVD_2097_ZINC;	-8.151; -8.250; -9.572; -7.198; -8.674; -9.653; -8.543
APVD_2098_ZINC;	-8.196; -8.228; -8.767; -9.154; -8.051; -8.399; -8.054
APVD_2099_ZINC;	-8.117; -8.354; -8.670; -8.210; -7.927; -8.084; -7.924
APVD_2100_ZINC;	-8.428; -8.586; -9.137; -9.011; -8.270; -8.726; -8.329
APVD_2101_ZINC;	-8.419; -8.370; -9.213; -8.620; -8.387; -9.208; -8.440
APVD_2102_ZINC;	-7.580; -7.862; -7.313; -7.881; -7.043; -7.516; -6.924
APVD_2103_ZINC;	-7.655; -7.931; -7.631; -8.762; -7.141; -7.538; -7.188
APVD_2104_ZINC;	-7.747; -8.160; -7.975; -8.141; -7.328; -7.966; -7.358
APVD_2105_ZINC;	-8.119; -8.259; -8.824; -8.319; -7.855; -8.438; -7.782
APVD_2106_ZINC;	-8.653; -8.606; -9.532; -8.504; -8.596; -9.469; -8.602
APVD_2107_ZINC;	-8.779; -8.950; -8.916; -7.137; -8.062; -9.083; -8.109
APVD_2108_ZINC;	-8.731; -8.821; -8.833; -7.968; -8.024; -8.724; -8.101
APVD_2109_ZINC;	-8.203; -8.191; -9.504; -7.094; -8.713; -9.509; -8.625
APVD_2110_ZINC;	-8.110; -8.403; -8.354; -7.155; -8.171; -7.705; -8.124
APVD_2111_ZINC;	-8.189; -8.625; -8.368; -8.080; -7.960; -7.600; -7.983
APVD_2112_ZINC;	-9.325; -9.304; -9.459; -7.329; -9.490; -9.741; -9.422
APVD_2113_ZINC;	-8.524; -8.655; -8.658; -7.619; -8.259; -7.967; -8.251
APVD_2114_ZINC;	-9.099; -9.112; -9.171; -7.176; -9.043; -9.035; -8.914
APVD_2115_ZINC;	-7.880; -8.046; -8.213; -6.482; -7.748; -7.984; -7.776
APVD_2116_ZINC;	-7.722; -8.005; -7.894; -5.726; -7.764; -7.738; -7.769
APVD_2117_ZINC;	-7.909; -8.052; -8.221; -6.668; -7.763; -7.995; -7.791
APVD_2118_ZINC;	-7.558; -7.725; -7.700; -5.655; -7.712; -7.357; -7.670
APVD_2119_ZINC;	-9.873; -9.817; -9.684; -8.073; -9.658; -9.705; -9.549
APVD_2120_ZINC;	-10.411; -10.192; -9.259; -11.196; -10.518; -9.213; -10.560
APVD_2121_ZINC;	-8.674; -8.695; -9.523; -8.957; -8.580; -9.518; -8.621
APVD_2122_ZINC;	-8.370; -8.679; -9.375; -7.321; -8.635; -9.130; -8.485
APVD_2123_ZINC;	-9.431; -9.379; -9.341; -7.406; -9.134; -9.443; -9.118
APVD_2124_ZINC;	-9.330; -9.286; -9.154; -7.332; -9.162; -9.219; -9.124
APVD_2125_ZINC;	-9.860; -9.728; -9.488; -7.817; -9.722; -9.305; -9.585
APVD_2126_ZINC;	-8.747; -8.722; -9.456; -8.665; -8.998; -9.215; -8.932
APVD_2127_ZINC;	-8.702; -8.905; -9.145; -8.440; -8.521; -8.701; -8.473
APVD_2128_ZINC;	-8.362; -8.252; -9.309; -7.686; -8.350; -9.475; -8.281
APVD_2129_ZINC;	-9.131; -8.889; -9.113; -9.368; -8.628; -8.986; -8.611
APVD_2130_ZINC;	-10.229; -10.235; -10.047; -10.979; -10.110; -10.586; -10.151
APVD_2131_ZINC;	-10.282; -10.271; -10.087; -10.979; -10.148; -10.685; -10.171
APVD_2132_ZINC;	-10.355; -10.420; -10.407; -10.731; -10.294; -11.236; -10.320
APVD_2133_ZINC;	-9.261; -9.214; -9.663; -8.040; -8.907; -9.773; -8.904
APVD_2134_ZINC;	-9.272; -9.220; -9.668; -8.040; -8.918; -9.786; -8.915
APVD_2135_ZINC;	-9.238; -9.247; -9.566; -8.417; -8.768; -9.612; -8.797
APVD_2136_ZINC;	-10.522; -10.251; -10.429; -10.280; -9.954; -10.328; -9.877
APVD_2137_ZINC;	-9.852; -9.768; -10.036; -8.441; -9.688; -10.195; -9.567
APVD_2138_ZINC;	-8.357; -8.464; -8.807; -9.206; -7.858; -8.728; -8.046
APVD_2139_ZINC;	-10.314; -10.091; -10.518; -11.928; -10.291; -10.875; -10.234
APVD_2140_ZINC;	-10.509; -10.275; -10.743; -10.988; -10.490; -11.123; -10.415
APVD_2141_ZINC;	-8.874; -8.882; -9.424; -8.943; -8.738; -9.747; -8.799
APVD_2142_ZINC;	-8.232; -8.252; -8.925; -6.027; -8.682; -9.600; -8.846
APVD_2143_ZINC;	-7.721; -7.577; -7.089; -7.227; -6.682; -7.595; -6.859
APVD_2144_ZINC;	-9.376; -9.421; -9.707; -8.883; -9.820; -10.315; -9.764
APVD_2145_ZINC;	-9.106; -8.761; -9.011; -8.563; -8.117; -8.624; -8.176
APVD_2146_ZINC;	-7.821; -8.045; -8.138; -7.497; -7.793; -7.977; -7.720
APVD_2147_ZINC;	-8.519; -8.777; -9.885; -9.188; -9.524; -9.810; -9.356
APVD_2148_ZINC;	-8.870; -8.989; -9.462; -9.218; -8.727; -9.616; -8.697
APVD_2149_ZINC;	-8.905; -8.936; -9.493; -9.261; -8.653; -9.649; -8.611
APVD_2150_ZINC;	-10.214; -10.006; -10.337; -8.435; -10.509; -10.247; -10.364
APVD_2151_ZINC;	-8.577; -9.002; -9.856; -9.337; -9.818; -9.802; -9.789
APVD_2152_ZINC;	-10.315; -10.161; -10.291; -11.494; -10.014; -10.578; -9.926
APVD_2153_ZINC;	-9.921; -9.805; -9.861; -10.689; -9.327; -10.121; -9.368
APVD_2154_ZINC;	-9.037; -8.960; -9.630; -8.934; -9.136; -9.765; -9.047
APVD_2155_ZINC;	-8.450; -8.417; -9.007; -8.025; -8.092; -9.143; -8.130
APVD_2156_ZINC;	-6.968; -6.889; -7.026; -6.462; -6.238; -7.486; -6.246
APVD_2157_ZINC;	-10.599; -10.370; -10.250; -9.386; -10.252; -10.197; -10.156
APVD_2158_ZINC;	-10.053; -10.351; -9.900; -10.819; -11.281; -11.913; -11.006
APVD_2159_ZINC;	-8.329; -8.285; -8.777; -8.899; -7.863; -9.074; -8.059
APVD_2160_ZINC;	-7.808; -7.787; -8.547; -8.193; -7.905; -8.919; -7.855
APVD_2161_ZINC;	-8.655; -8.710; -9.298; -7.706; -8.911; -9.083; -8.780
APVD_2162_ZINC;	-10.128; -9.883; -9.754; -7.970; -9.752; -9.650; -9.625
APVD_2163_ZINC;	-9.927; -9.559; -9.868; -7.970; -9.939; -9.700; -9.796
APVD_2164_ZINC;	-7.668; -7.444; -8.124; -7.089; -7.318; -8.512; -7.351
APVD_2165_ZINC;	-7.739; -7.642; -8.209; -7.079; -7.406; -8.542; -7.449
APVD_2166_ZINC;	-7.743; -7.642; -8.209; -7.079; -7.406; -8.542; -7.450
APVD_2167_ZINC;	-9.557; -9.568; -9.357; -10.054; -9.094; -9.946; -9.034
APVD_2168_ZINC;	-8.366; -8.569; -9.065; -9.349; -7.906; -8.675; -8.102
APVD_2169_ZINC;	-9.795; -9.553; -9.868; -10.933; -9.315; -9.849; -9.330
APVD_2170_ZINC;	-9.809; -9.547; -9.863; -10.933; -9.316; -9.826; -9.333
APVD_2171_ZINC;	-9.872; -9.700; -10.100; -11.325; -9.506; -10.202; -9.507
APVD_2172_ZINC;	-9.370; -9.344; -9.528; -9.097; -9.075; -9.737; -8.931
APVD_2173_ZINC;	-9.880; -9.867; -9.804; -8.091; -9.849; -10.017; -9.674
APVD_2174_ZINC;	-9.620; -9.779; -9.947; -8.585; -10.187; -10.429; -10.031
APVD_2175_ZINC;	-9.679; -9.752; -10.021; -8.536; -9.997; -10.686; -9.682
APVD_2176_ZINC;	-10.209; -10.058; -10.155; -10.855; -10.854; -10.965; -10.663
APVD_2177_ZINC;	-10.246; -10.052; -10.139; -10.959; -10.859; -10.986; -10.668
APVD_2178_ZINC;	-8.689; -8.530; -9.165; -8.568; -8.821; -8.936; -8.810
APVD_2179_ZINC;	-8.711; -8.673; -9.414; -8.706; -9.003; -9.172; -8.977
APVD_2180_ZINC;	-10.391; -10.496; -10.484; -10.472; -10.627; -12.058; -10.509
APVD_2181_ZINC;	-8.426; -8.417; -8.672; -9.030; -8.304; -8.916; -8.248
APVD_2182_ZINC;	-8.463; -8.418; -8.659; -9.019; -8.421; -8.929; -8.362
APVD_2183_ZINC;	-8.762; -8.728; -9.461; -8.665; -9.004; -9.219; -8.939
APVD_2184_ZINC;	-8.624; -8.818; -8.832; -7.363; -8.501; -8.173; -8.440
APVD_2185_ZINC;	-9.573; -9.638; -10.061; -7.702; -9.367; -10.043; -9.181
APVD_2186_ZINC;	-9.566; -9.461; -9.882; -10.402; -9.076; -10.018; -8.982
APVD_2187_ZINC;	-9.964; -9.792; -9.920; -9.266; -9.069; -9.829; -9.143
APVD_2188_ZINC;	-10.012; -9.828; -9.980; -8.684; -9.248; -9.930; -9.311
APVD_2189_ZINC;	-9.277; -9.359; -9.653; -7.912; -9.090; -9.781; -9.089
APVD_2190_ZINC;	-8.653; -8.717; -9.024; -8.446; -8.619; -9.331; -8.685
APVD_2191_ZINC;	-8.636; -8.694; -9.118; -8.756; -8.563; -9.440; -8.618
APVD_2192_ZINC;	-9.944; -9.769; -9.957; -7.822; -9.552; -10.134; -9.452
APVD_2193_ZINC;	-10.372; -10.377; -10.636; -10.842; -10.439; -10.885; -10.308
APVD_2194_ZINC;	-10.262; -10.230; -10.387; -11.405; -10.223; -10.626; -10.116
APVD_2195_ZINC;	-10.442; -10.287; -10.422; -11.605; -10.470; -10.563; -10.411
APVD_2196_ZINC;	-8.616; -8.570; -9.252; -8.682; -8.609; -8.959; -8.579
APVD_2197_ZINC;	-8.984; -9.171; -9.731; -8.932; -8.853; -9.800; -8.970
APVD_2198_ZINC;	-8.661; -9.055; -10.211; -7.828; -9.204; -10.033; -8.990
APVD_2199_ZINC;	-7.556; -7.521; -8.002; -9.319; -6.805; -7.707; -6.881
APVD_2200_ZINC;	-7.909; -7.919; -8.672; -8.174; -7.606; -8.184; -7.537
APVD_2201_ZINC;	-7.960; -8.243; -8.138; -7.209; -7.453; -8.354; -7.277
APVD_2202_ZINC;	-10.384; -10.504; -10.844; -10.820; -10.515; -12.178; -10.469
APVD_2203_ZINC;	-9.701; -9.691; -10.126; -10.603; -9.567; -10.349; -9.475
APVD_2204_ZINC;	-9.823; -9.872; -10.200; -10.667; -9.657; -10.436; -9.577
APVD_2205_ZINC;	-9.714; -9.748; -10.129; -10.795; -9.587; -10.370; -9.496
APVD_2206_ZINC;	-10.394; -10.788; -10.641; -10.959; -11.638; -11.931; -11.658
APVD_2207_ZINC;	-10.544; -10.454; -11.141; -11.241; -11.492; -12.451; -11.384
APVD_2208_ZINC;	-8.954; -8.958; -9.382; -9.023; -9.080; -9.211; -9.119
APVD_2209_ZINC;	-10.263; -9.927; -10.355; -10.840; -9.966; -11.119; -9.926
APVD_2210_ZINC;	-8.543; -8.469; -8.099; -7.444; -7.581; -8.021; -7.714
APVD_2211_ZINC;	-8.852; -8.859; -8.743; -7.186; -8.499; -9.072; -8.389
APVD_2212_ZINC;	-8.813; -8.753; -8.967; -7.741; -8.349; -9.038; -8.243
APVD_2213_ZINC;	-8.967; -8.896; -9.679; -8.844; -9.552; -9.684; -9.464
APVD_2214_ZINC;	-8.873; -8.852; -9.421; -9.190; -9.366; -9.414; -9.294
APVD_2215_ZINC;	-8.967; -8.896; -9.679; -8.844; -9.552; -9.684; -9.464
APVD_2216_ZINC;	-9.949; -9.761; -10.248; -10.918; -9.460; -10.348; -9.451
APVD_2217_ZINC;	-7.686; -7.484; -8.102; -9.523; -6.858; -7.642; -6.959
APVD_2218_ZINC;	-7.946; -8.072; -8.651; -8.336; -7.863; -8.402; -7.804
APVD_2219_ZINC;	-8.983; -9.009; -9.261; -6.563; -8.839; -9.222; -8.784
APVD_2220_ZINC;	-8.833; -8.965; -8.314; -9.058; -8.045; -8.038; -8.286
APVD_2221_ZINC;	-8.319; -8.265; -9.123; -8.230; -8.646; -8.866; -8.426
APVD_2222_ZINC;	-9.514; -9.622; -9.429; -8.800; -8.923; -9.440; -8.875
APVD_2223_ZINC;	-9.398; -9.333; -9.730; -8.132; -8.723; -9.458; -8.806
APVD_2224_ZINC;	-9.066; -9.154; -9.367; -7.858; -8.988; -9.433; -8.795
APVD_2225_ZINC;	-8.279; -8.638; -9.046; -7.608; -8.756; -8.514; -8.459
APVD_2226_ZINC;	-7.971; -8.239; -8.176; -8.082; -7.979; -7.877; -7.926
APVD_2227_ZINC;	-7.865; -8.024; -8.562; -8.745; -7.765; -8.106; -7.732
APVD_2228_ZINC;	-9.673; -9.553; -10.055; -8.826; -9.337; -9.992; -9.221
APVD_2229_ZINC;	-9.711; -9.663; -10.220; -8.573; -9.526; -10.184; -9.395
APVD_2230_ZINC;	-10.246; -9.988; -10.344; -9.137; -10.523; -10.210; -10.391
APVD_2231_ZINC;	-9.231; -9.255; -9.962; -8.222; -9.234; -10.043; -9.146
APVD_2232_ZINC;	-8.498; -8.345; -8.761; -9.279; -8.202; -8.943; -8.148
APVD_2233_ZINC;	-8.621; -8.807; -9.199; -7.959; -8.757; -8.829; -8.632
APVD_2234_ZINC;	-9.291; -9.257; -9.864; -8.493; -9.301; -9.991; -9.132
APVD_2235_ZINC;	-8.446; -8.431; -9.748; -7.010; -8.866; -9.839; -8.682
APVD_2236_ZINC;	-9.744; -9.598; -9.932; -8.093; -9.298; -9.885; -9.142
APVD_2237_ZINC;	-9.787; -9.560; -9.784; -10.851; -9.140; -9.749; -9.109
APVD_2238_ZINC;	-9.771; -9.572; -9.778; -10.851; -9.139; -9.724; -9.112
APVD_2239_ZINC;	-9.884; -9.684; -10.044; -11.387; -9.332; -10.118; -9.289
APVD_2240_ZINC;	-8.381; -8.526; -9.570; -6.933; -8.663; -9.510; -8.493
APVD_2241_ZINC;	-8.325; -8.425; -8.530; -8.991; -7.839; -8.448; -8.005
APVD_2242_ZINC;	-10.058; -9.965; -10.062; -10.121; -10.202; -10.504; -10.002
APVD_2243_ZINC;	-10.016; -9.944; -10.112; -10.234; -10.284; -10.550; -10.073
APVD_2244_ZINC;	-6.678; -6.266; -7.498; -6.282; -7.274; -6.962; -7.301
APVD_2245_ZINC;	-7.528; -7.678; -7.080; -7.262; -6.677; -7.168; -6.833
APVD_2246_ZINC;	-8.752; -8.976; -9.104; -7.489; -7.940; -9.274; -8.110
APVD_2247_ZINC;	-8.661; -8.734; -9.345; -8.332; -8.417; -9.318; -8.463
APVD_2248_ZINC;	-8.873; -8.895; -9.145; -8.198; -8.228; -8.948; -8.360
APVD_2249_ZINC;	-8.599; -8.579; -9.564; -8.047; -8.660; -9.561; -8.587
APVD_2250_ZINC;	-8.418; -8.504; -9.685; -7.214; -8.938; -9.528; -8.777
APVD_2251_ZINC;	-10.501; -10.351; -10.402; -9.874; -10.104; -10.243; -10.101
APVD_2252_ZINC;	-10.356; -10.100; -10.251; -10.517; -9.922; -10.014; -9.936
APVD_2253_ZINC;	-10.420; -10.324; -10.228; -9.075; -10.149; -10.022; -10.133
APVD_2254_ZINC;	-9.752; -9.827; -9.759; -8.044; -10.538; -9.085; -10.418
APVD_2255_ZINC;	-10.336; -9.949; -10.242; -8.151; -10.255; -9.904; -10.204
APVD_2256_ZINC;	-10.402; -10.155; -10.352; -11.133; -10.481; -10.032; -10.456
APVD_2257_ZINC;	-9.271; -9.420; -10.027; -8.411; -9.573; -10.346; -9.397
APVD_2258_ZINC;	-10.366; -10.177; -10.901; -10.696; -10.807; -11.617; -10.808
APVD_2259_ZINC;	-9.890; -9.859; -10.233; -9.118; -9.606; -10.375; -9.472
APVD_2260_ZINC;	-8.571; -8.552; -9.598; -8.829; -8.814; -9.470; -8.793
APVD_2261_ZINC;	-10.486; -10.363; -10.078; -11.631; -10.732; -10.247; -10.616
APVD_2262_ZINC;	-9.904; -9.744; -9.847; -10.826; -9.335; -9.931; -9.292
APVD_2263_ZINC;	-9.892; -9.720; -9.854; -10.737; -9.376; -9.975; -9.327
APVD_2264_ZINC;	-9.997; -9.782; -10.137; -11.235; -9.561; -10.392; -9.496
APVD_2265_ZINC;	-10.053; -10.351; -9.896; -10.819; -11.274; -11.908; -11.000
APVD_2266_ZINC;	-10.053; -10.351; -9.900; -10.819; -11.281; -11.913; -11.005
APVD_2267_ZINC;	-10.053; -10.353; -9.896; -10.819; -11.274; -11.908; -11.000
APVD_2268_ZINC;	-8.401; -8.707; -8.875; -7.662; -8.214; -8.276; -8.182
APVD_2269_ZINC;	-8.492; -8.705; -9.048; -7.374; -8.365; -8.471; -8.325
APVD_2270_ZINC;	-8.428; -8.763; -8.863; -8.034; -8.193; -8.265; -8.180
APVD_2271_ZINC;	-9.975; -9.755; -10.707; -9.838; -10.017; -11.040; -9.865
APVD_2272_ZINC;	-9.975; -9.755; -10.707; -9.838; -10.017; -11.040; -9.865
APVD_2273_ZINC;	-7.924; -8.216; -8.210; -6.949; -7.752; -7.757; -7.715
APVD_2274_ZINC;	-10.077; -9.884; -9.710; -7.445; -9.973; -9.509; -9.880
APVD_2275_ZINC;	-9.688; -9.753; -9.479; -10.155; -9.735; -9.768; -9.739
APVD_2276_ZINC;	-9.003; -8.938; -9.210; -7.473; -7.872; -9.069; -7.929
APVD_2277_ZINC;	-10.137; -10.375; -9.530; -11.638; -11.118; -10.832; -11.119
APVD_2278_ZINC;	-7.962; -7.897; -8.509; -7.755; -7.742; -8.925; -7.796
APVD_2279_ZINC;	-7.959; -7.894; -8.510; -7.755; -7.742; -8.926; -7.796
APVD_2280_ZINC;	-7.940; -7.765; -8.282; -6.638; -7.643; -8.746; -7.697
APVD_2281_ZINC;	-7.937; -7.766; -8.283; -6.638; -7.643; -8.747; -7.697
APVD_2282_ZINC;	-8.383; -8.488; -8.754; -8.213; -8.042; -8.348; -7.990
APVD_2283_ZINC;	-8.386; -8.490; -8.760; -8.213; -8.045; -8.351; -7.993
APVD_2284_ZINC;	-10.626; -10.459; -10.741; -11.221; -10.541; -11.343; -10.402
APVD_2285_ZINC;	-10.516; -10.399; -10.478; -11.158; -10.357; -11.019; -10.234
APVD_2286_ZINC;	-10.487; -10.486; -10.634; -10.984; -10.881; -11.090; -10.830
APVD_2287_ZINC;	-9.836; -9.871; -10.332; -7.737; -9.827; -10.472; -9.630
APVD_2288_ZINC;	-9.748; -9.782; -10.121; -9.787; -9.659; -10.276; -9.455
APVD_2289_ZINC;	-9.968; -9.697; -10.074; -11.112; -9.665; -10.172; -9.554
APVD_2290_ZINC;	-9.102; -9.404; -8.639; -9.253; -7.280; -8.523; -7.536
APVD_2291_ZINC;	-8.994; -9.155; -9.698; -8.812; -8.778; -9.790; -8.918
APVD_2292_ZINC;	-8.386; -8.527; -9.490; -7.737; -8.474; -9.440; -8.383
APVD_2293_ZINC;	-8.641; -8.552; -9.743; -7.615; -8.893; -9.766; -8.807
APVD_2294_ZINC;	-8.723; -8.679; -9.703; -8.537; -8.845; -9.689; -8.832
APVD_2295_ZINC;	-10.253; -10.001; -10.343; -9.137; -10.530; -10.206; -10.398
APVD_2296_ZINC;	-10.263; -9.984; -10.365; -9.396; -10.487; -10.226; -10.352
APVD_2297_ZINC;	-6.740; -6.525; -7.348; -8.100; -6.360; -6.641; -6.501
APVD_2298_ZINC;	-10.224; -10.335; -10.619; -10.991; -11.381; -11.758; -11.193
APVD_2299_ZINC;	-10.222; -10.324; -10.609; -10.991; -11.381; -11.747; -11.194
APVD_2300_ZINC;	-8.821; -8.834; -9.209; -9.655; -8.788; -9.041; -8.778
APVD_2301_ZINC;	-9.517; -9.518; -9.606; -7.889; -10.477; -9.814; -10.269
APVD_2302_ZINC;	-8.602; -8.576; -9.526; -8.411; -8.579; -9.496; -8.558
APVD_2303_ZINC;	-5.645; -5.487; -5.236; -5.796; -4.957; -5.424; -4.819
APVD_2304_ZINC;	-9.403; -9.528; -9.688; -8.395; -10.273; -10.035; -10.087
APVD_2305_ZINC;	-9.185; -9.243; -9.579; -7.775; -9.388; -9.881; -9.355
APVD_2306_ZINC;	-7.293; -7.459; -7.636; -5.825; -7.810; -7.281; -7.800
APVD_2307_ZINC;	-7.281; -7.433; -7.634; -5.825; -7.806; -7.280; -7.795
APVD_2308_ZINC;	-8.565; -8.895; -8.771; -8.088; -8.712; -8.275; -8.639
APVD_2309_ZINC;	-6.327; -6.110; -5.046; -5.737; -3.728; -4.495; -4.048
APVD_2310_ZINC;	-6.416; -6.267; -6.044; -6.201; -5.174; -5.591; -5.264
APVD_2311_ZINC;	-6.425; -6.275; -6.269; -6.299; -5.375; -5.815; -5.442
APVD_2312_ZINC;	-6.215; -6.094; -6.145; -6.854; -5.293; -5.800; -5.372
APVD_2313_ZINC;	-10.072; -9.973; -10.793; -9.318; -9.949; -11.251; -9.835
APVD_2314_ZINC;	-10.070; -9.973; -10.793; -9.318; -9.949; -11.252; -9.835
APVD_2315_ZINC;	-8.750; -8.642; -9.737; -7.869; -9.129; -9.786; -8.963
APVD_2316_ZINC;	-10.151; -9.956; -10.002; -8.971; -10.788; -10.508; -10.508
APVD_2317_ZINC;	-8.616; -8.654; -9.564; -8.471; -9.100; -9.488; -8.964
APVD_2318_ZINC;	-9.940; -9.801; -9.620; -7.310; -9.900; -9.503; -9.807
APVD_2319_ZINC;	-7.911; -8.133; -9.284; -7.916; -8.842; -9.309; -8.243
APVD_2320_ZINC;	-9.687; -9.703; -10.488; -9.589; -9.491; -10.821; -9.238
APVD_2321_ZINC;	-10.108; -10.231; -10.583; -10.930; -10.139; -10.935; -9.972
APVD_2322_ZINC;	-8.999; -9.064; -9.375; -7.381; -9.024; -9.637; -8.891
APVD_2323_ZINC;	-8.963; -9.059; -9.425; -6.633; -9.129; -9.704; -8.977
APVD_2324_ZINC;	-8.299; -8.358; -8.847; -7.500; -8.051; -8.699; -8.030
APVD_2325_ZINC;	-8.172; -8.316; -9.453; -6.933; -8.569; -9.325; -8.377
APVD_2326_ZINC;	-10.569; -10.511; -9.523; -10.398; -9.748; -10.289; -9.813
APVD_2327_ZINC;	-8.121; -7.963; -7.708; -6.584; -7.245; -7.638; -7.446
APVD_2328_ZINC;	-9.493; -9.986; -9.312; -11.229; -11.404; -10.492; -11.333
APVD_2329_ZINC;	-9.366; -9.428; -10.267; -8.643; -9.649; -10.501; -9.584
APVD_2330_ZINC;	-9.739; -9.627; -9.910; -8.681; -8.996; -9.885; -9.056
APVD_2331_ZINC;	-10.189; -9.933; -9.784; -10.404; -9.742; -9.987; -9.615
APVD_2332_ZINC;	-10.270; -10.244; -9.829; -8.476; -9.690; -9.911; -9.608
APVD_2333_ZINC;	-8.056; -7.915; -8.650; -6.505; -8.306; -9.314; -8.410
APVD_2334_ZINC;	-9.314; -9.349; -9.853; -7.826; -9.383; -9.874; -9.295
APVD_2335_ZINC;	-8.689; -8.670; -9.691; -8.588; -8.821; -9.733; -8.850
APVD_2336_ZINC;	-8.485; -8.550; -9.467; -8.281; -8.674; -9.374; -8.567
APVD_2337_ZINC;	-8.750; -8.753; -9.481; -9.208; -8.714; -9.415; -8.704
APVD_2338_ZINC;	-9.339; -9.396; -9.961; -8.617; -9.460; -10.172; -9.281
APVD_2339_ZINC;	-9.738; -9.765; -9.458; -10.729; -9.813; -9.945; -9.809
APVD_2340_ZINC;	-8.724; -8.862; -9.178; -9.089; -8.738; -8.899; -8.880
APVD_2341_ZINC;	-9.215; -9.251; -9.408; -7.982; -8.718; -9.370; -8.818
APVD_2342_ZINC;	-8.740; -8.813; -9.350; -9.313; -8.634; -9.042; -8.701
APVD_2343_ZINC;	-9.907; -9.713; -9.900; -8.054; -9.228; -9.672; -9.183
APVD_2344_ZINC;	-9.919; -9.590; -9.787; -9.995; -9.043; -9.535; -9.012
APVD_2345_ZINC;	-9.043; -8.928; -9.522; -8.222; -8.428; -9.170; -8.335
APVD_2346_ZINC;	-9.240; -9.125; -9.561; -8.222; -8.571; -9.253; -8.470
APVD_2347_ZINC;	-7.794; -7.700; -8.417; -7.536; -7.932; -8.618; -7.794
APVD_2348_ZINC;	-10.165; -10.241; -10.741; -10.914; -10.121; -11.574; -9.888
