MoleculeID;PBFE(ERF);PBFE(RF);PBFE(DNN);PBFE(KNN);PBFE(SVR);PBFE(εSVR);PBFE(LR)
APVD_1_ZINC;	-8.066; -8.332; -8.478; -7.906; -7.800; -7.871; -7.967
APVD_2_ZINC;	-6.931; -7.069; -7.363; -7.320; -7.053; -6.782; -7.098
APVD_3_ZINC;	-6.975; -7.190; -7.369; -6.436; -7.243; -7.065; -7.273
APVD_4_ZINC;	-5.961; -5.709; -6.204; -6.008; -5.639; -6.151; -5.602
APVD_5_ZINC;	-6.312; -6.269; -6.427; -6.873; -6.138; -6.043; -6.070
APVD_6_ZINC;	-6.017; -5.678; -5.658; -5.998; -5.445; -5.561; -5.523
APVD_7_ZINC;	-8.333; -8.656; -8.835; -7.656; -8.583; -8.270; -8.443
APVD_8_ZINC;	-8.509; -8.827; -9.057; -8.022; -8.735; -8.574; -8.593
APVD_9_ZINC;	-8.336; -8.455; -8.749; -8.688; -8.474; -8.073; -8.411
APVD_10_ZINC;	-8.193; -8.397; -8.370; -6.952; -8.074; -7.542; -8.024
APVD_11_ZINC;	-8.266; -8.583; -8.453; -6.794; -8.219; -7.778; -8.166
APVD_12_ZINC;	-8.861; -8.956; -9.014; -8.438; -7.793; -8.751; -8.072
APVD_13_ZINC;	-6.997; -7.437; -7.559; -6.504; -7.285; -7.631; -7.241
APVD_14_ZINC;	-6.303; -5.783; -7.168; -6.282; -7.133; -6.535; -7.120
APVD_15_ZINC;	-8.454; -8.650; -9.056; -7.959; -8.685; -8.678; -8.646
APVD_16_ZINC;	-8.015; -8.176; -8.230; -7.008; -7.613; -7.751; -7.604
APVD_17_ZINC;	-7.998; -8.178; -8.378; -7.670; -7.802; -7.720; -7.799
APVD_18_ZINC;	-8.063; -8.335; -8.560; -7.140; -7.993; -7.963; -7.974
APVD_19_ZINC;	-8.286; -8.458; -8.627; -8.082; -8.322; -8.180; -8.320
APVD_20_ZINC;	-6.256; -6.229; -6.764; -6.417; -6.874; -6.384; -6.937
APVD_21_ZINC;	-6.373; -6.388; -6.859; -5.902; -6.999; -6.763; -7.061
APVD_22_ZINC;	-7.756; -7.813; -7.871; -7.191; -7.381; -7.336; -7.409
APVD_23_ZINC;	-7.713; -7.979; -7.956; -7.463; -7.642; -7.590; -7.658
APVD_24_ZINC;	-8.308; -8.564; -8.140; -7.266; -8.035; -7.256; -8.206
APVD_25_ZINC;	-8.377; -8.859; -8.368; -9.363; -8.235; -7.795; -8.357
APVD_26_ZINC;	-8.807; -8.829; -8.735; -7.760; -7.906; -8.620; -8.030
APVD_27_ZINC;	-5.774; -5.588; -5.832; -6.749; -5.713; -5.545; -5.686
APVD_28_ZINC;	-7.527; -7.791; -7.549; -7.741; -7.324; -7.096; -7.345
APVD_29_ZINC;	-7.542; -7.807; -7.563; -7.522; -7.334; -7.099; -7.354
APVD_30_ZINC;	-7.629; -7.945; -7.713; -7.418; -7.514; -7.432; -7.519
APVD_31_ZINC;	-6.307; -6.213; -6.733; -6.432; -6.625; -6.720; -6.722
APVD_32_ZINC;	-8.245; -8.489; -8.510; -7.549; -7.793; -7.749; -7.894
APVD_33_ZINC;	-8.359; -8.627; -8.567; -7.544; -8.146; -7.869; -8.161
APVD_34_ZINC;	-8.543; -8.848; -8.737; -8.004; -8.131; -8.127; -8.184
APVD_35_ZINC;	-8.729; -8.902; -9.118; -8.991; -8.287; -8.890; -8.501
APVD_36_ZINC;	-6.756; -6.696; -7.387; -6.859; -7.128; -6.427; -7.055
APVD_37_ZINC;	-7.301; -7.604; -7.421; -5.222; -7.638; -6.651; -7.589
APVD_38_ZINC;	-8.413; -8.558; -8.985; -6.870; -8.429; -8.560; -8.374
APVD_39_ZINC;	-8.456; -8.545; -8.862; -8.770; -8.186; -8.522; -8.320
APVD_40_ZINC;	-8.496; -8.581; -8.866; -9.004; -8.173; -8.453; -8.312
APVD_41_ZINC;	-8.629; -8.764; -9.068; -9.444; -8.378; -8.742; -8.497
APVD_42_ZINC;	-6.470; -6.164; -7.304; -6.699; -6.612; -6.622; -6.759
APVD_43_ZINC;	-8.343; -8.696; -8.678; -7.536; -8.442; -8.092; -8.402
APVD_44_ZINC;	-8.339; -8.372; -8.445; -7.835; -7.958; -7.898; -8.030
APVD_45_ZINC;	-7.784; -8.149; -7.680; -7.479; -7.423; -7.727; -7.433
APVD_46_ZINC;	-5.688; -5.567; -6.056; -6.311; -5.904; -5.417; -5.923
APVD_47_ZINC;	-6.999; -7.124; -7.468; -7.264; -6.830; -6.924; -6.950
APVD_48_ZINC;	-7.819; -8.027; -8.113; -7.804; -7.684; -7.585; -7.688
APVD_49_ZINC;	-7.581; -8.220; -8.137; -7.692; -7.874; -8.058; -7.879
APVD_50_ZINC;	-8.390; -8.684; -8.953; -9.633; -7.827; -8.438; -7.893
APVD_51_ZINC;	-8.911; -8.969; -9.649; -8.382; -8.181; -9.252; -8.343
APVD_52_ZINC;	-8.902; -8.910; -9.449; -8.316; -8.046; -9.061; -8.208
APVD_53_ZINC;	-7.952; -8.274; -8.802; -8.594; -7.857; -8.407; -7.798
APVD_54_ZINC;	-8.021; -8.212; -8.794; -8.311; -7.959; -8.423; -7.886
APVD_55_ZINC;	-7.293; -7.665; -7.427; -5.381; -7.540; -6.731; -7.518
APVD_56_ZINC;	-7.687; -8.074; -8.058; -7.667; -7.531; -7.873; -7.529
APVD_57_ZINC;	-8.489; -8.565; -9.117; -7.041; -8.631; -8.842; -8.569
APVD_58_ZINC;	-6.125; -5.963; -6.867; -7.221; -6.429; -6.301; -6.527
APVD_59_ZINC;	-7.535; -7.845; -7.855; -7.667; -7.381; -7.458; -7.430
APVD_60_ZINC;	-7.375; -7.704; -7.500; -7.563; -7.155; -7.201; -7.232
APVD_61_ZINC;	-7.411; -7.608; -7.747; -7.673; -7.195; -7.143; -7.259
APVD_62_ZINC;	-6.865; -6.369; -7.946; -8.239; -6.974; -7.187; -7.077
APVD_63_ZINC;	-6.531; -6.590; -7.335; -6.629; -6.804; -7.042; -6.848
APVD_64_ZINC;	-8.274; -8.717; -8.458; -7.405; -8.359; -7.685; -8.312
APVD_65_ZINC;	-8.294; -8.717; -8.459; -7.405; -8.361; -7.684; -8.314
APVD_66_ZINC;	-8.060; -8.210; -8.416; -7.345; -8.012; -7.978; -7.975
APVD_67_ZINC;	-6.058; -5.745; -6.040; -7.127; -5.634; -5.856; -5.634
APVD_68_ZINC;	-6.467; -6.321; -6.146; -7.314; -6.374; -5.885; -6.339
APVD_69_ZINC;	-6.617; -6.480; -6.269; -6.659; -6.565; -6.253; -6.515
APVD_70_ZINC;	-8.830; -8.894; -9.338; -7.376; -8.517; -9.305; -8.538
APVD_71_ZINC;	-7.576; -8.006; -7.790; -7.321; -7.652; -7.660; -7.686
APVD_72_ZINC;	-7.408; -7.858; -7.503; -7.543; -7.465; -7.258; -7.514
APVD_73_ZINC;	-7.413; -7.897; -7.517; -7.543; -7.474; -7.261; -7.524
APVD_74_ZINC;	-7.244; -7.595; -7.443; -7.008; -7.130; -7.048; -7.218
APVD_75_ZINC;	-8.381; -8.278; -8.469; -9.528; -7.246; -8.117; -7.471
APVD_76_ZINC;	-8.471; -8.301; -8.547; -9.766; -7.357; -8.206; -7.582
APVD_77_ZINC;	-7.485; -7.843; -7.799; -6.818; -7.521; -7.695; -7.564
APVD_78_ZINC;	-7.509; -7.906; -7.547; -7.104; -7.335; -7.317; -7.393
APVD_79_ZINC;	-7.517; -7.905; -7.551; -7.104; -7.338; -7.319; -7.396
APVD_80_ZINC;	-7.796; -8.018; -7.872; -7.155; -7.619; -7.172; -7.644
APVD_81_ZINC;	-8.027; -8.240; -8.018; -7.276; -7.805; -7.464; -7.815
APVD_82_ZINC;	-8.288; -8.531; -8.940; -8.985; -7.763; -8.464; -7.949
APVD_83_ZINC;	-7.815; -8.026; -8.501; -8.469; -7.509; -8.008; -7.516
APVD_84_ZINC;	-8.263; -8.390; -8.587; -8.089; -8.347; -8.141; -8.341
APVD_85_ZINC;	-8.469; -8.501; -8.647; -9.606; -8.397; -8.181; -8.450
APVD_86_ZINC;	-7.293; -7.466; -7.518; -7.893; -7.306; -6.850; -7.354
APVD_87_ZINC;	-6.262; -6.137; -6.154; -7.217; -6.187; -5.804; -6.158
APVD_88_ZINC;	-6.300; -6.287; -6.288; -7.028; -6.339; -6.177; -6.302
APVD_89_ZINC;	-7.494; -7.951; -7.623; -5.941; -7.483; -7.310; -7.541
APVD_90_ZINC;	-7.661; -7.373; -8.295; -8.627; -7.167; -7.620; -7.250
APVD_91_ZINC;	-7.632; -7.340; -8.078; -8.773; -7.070; -7.405; -7.174
APVD_92_ZINC;	-6.612; -6.773; -7.366; -7.234; -7.203; -6.784; -7.265
APVD_93_ZINC;	-6.926; -7.119; -7.498; -7.584; -7.358; -7.086; -7.414
APVD_94_ZINC;	-8.667; -8.906; -8.877; -7.154; -7.689; -8.623; -7.866
APVD_95_ZINC;	-8.492; -8.651; -8.872; -8.980; -8.374; -8.490; -8.462
APVD_96_ZINC;	-8.728; -8.832; -9.166; -9.294; -8.934; -8.810; -8.984
APVD_97_ZINC;	-8.785; -8.959; -9.368; -9.162; -9.124; -9.036; -9.159
APVD_98_ZINC;	-8.632; -8.711; -9.204; -9.211; -7.998; -9.022; -8.182
APVD_99_ZINC;	-7.974; -7.853; -9.097; -9.225; -7.650; -8.496; -7.638
APVD_100_ZINC;	-8.660; -8.669; -9.065; -8.398; -8.472; -8.738; -8.516
APVD_101_ZINC;	-8.660; -8.669; -9.065; -8.398; -8.472; -8.738; -8.516
APVD_102_ZINC;	-6.437; -6.086; -6.649; -6.261; -6.109; -6.069; -6.252
APVD_103_ZINC;	-6.122; -5.944; -6.378; -6.385; -5.762; -6.284; -5.737
APVD_104_ZINC;	-7.437; -7.529; -7.797; -5.606; -7.689; -7.212; -7.690
APVD_105_ZINC;	-7.749; -7.990; -8.441; -7.683; -7.604; -8.077; -7.588
APVD_106_ZINC;	-6.985; -6.653; -8.003; -7.607; -6.715; -7.137; -6.826
APVD_107_ZINC;	-7.885; -8.172; -7.976; -8.297; -7.598; -8.062; -7.741
APVD_108_ZINC;	-8.549; -8.717; -8.828; -9.356; -8.338; -8.228; -8.440
APVD_109_ZINC;	-8.545; -8.722; -8.832; -9.356; -8.344; -8.234; -8.446
APVD_110_ZINC;	-8.545; -8.722; -8.832; -9.356; -8.344; -8.234; -8.446
APVD_111_ZINC;	-7.187; -7.511; -7.373; -5.931; -7.153; -6.886; -7.147
APVD_112_ZINC;	-6.498; -6.359; -6.704; -6.592; -6.499; -6.303; -6.484
APVD_113_ZINC;	-6.604; -6.376; -6.784; -7.102; -6.610; -6.601; -6.594
APVD_114_ZINC;	-9.052; -9.151; -8.794; -8.202; -8.084; -8.835; -8.210
APVD_115_ZINC;	-8.366; -8.672; -8.585; -8.240; -8.543; -7.950; -8.470
APVD_116_ZINC;	-7.321; -7.201; -7.747; -7.147; -7.162; -7.016; -7.245
APVD_117_ZINC;	-7.326; -7.330; -7.669; -5.854; -7.308; -7.140; -7.383
APVD_118_ZINC;	-7.557; -7.740; -8.202; -9.228; -7.261; -8.024; -7.313
APVD_119_ZINC;	-7.791; -7.897; -8.373; -9.902; -7.462; -8.353; -7.520
APVD_120_ZINC;	-7.735; -8.003; -8.541; -9.151; -7.657; -8.550; -7.700
APVD_121_ZINC;	-6.798; -6.769; -7.995; -9.247; -7.131; -7.474; -7.176
APVD_122_ZINC;	-6.821; -6.881; -7.701; -8.175; -7.189; -7.271; -7.204
APVD_123_ZINC;	-7.937; -8.112; -8.124; -7.447; -7.745; -7.355; -7.757
APVD_124_ZINC;	-7.576; -8.006; -7.790; -7.321; -7.652; -7.660; -7.686
APVD_125_ZINC;	-7.413; -7.897; -7.517; -7.543; -7.474; -7.261; -7.524
APVD_126_ZINC;	-7.416; -7.876; -7.505; -7.543; -7.466; -7.259; -7.516
APVD_127_ZINC;	-8.749; -8.748; -9.418; -9.339; -8.310; -9.391; -8.489
APVD_128_ZINC;	-8.598; -8.652; -9.133; -9.101; -8.137; -9.028; -8.313
APVD_129_ZINC;	-5.548; -5.377; -5.261; -5.158; -4.793; -5.263; -5.000
APVD_130_ZINC;	-5.539; -5.360; -5.263; -5.158; -4.793; -5.265; -5.001
APVD_131_ZINC;	-8.310; -8.610; -8.676; -7.542; -8.134; -7.982; -8.136
APVD_132_ZINC;	-6.468; -6.391; -6.866; -6.237; -6.424; -7.014; -6.434
APVD_133_ZINC;	-6.459; -6.477; -6.731; -6.323; -6.387; -6.640; -6.384
APVD_134_ZINC;	-6.043; -5.878; -5.674; -6.843; -5.381; -5.270; -5.425
APVD_135_ZINC;	-5.969; -5.826; -6.057; -6.879; -5.312; -5.586; -5.359
APVD_136_ZINC;	-8.336; -8.528; -8.896; -9.234; -7.907; -8.617; -8.041
APVD_137_ZINC;	-8.354; -8.556; -9.194; -7.616; -8.125; -8.593; -8.066
APVD_138_ZINC;	-8.354; -8.556; -9.194; -7.616; -8.125; -8.593; -8.066
APVD_139_ZINC;	-7.639; -8.175; -8.078; -7.086; -7.691; -8.044; -7.692
APVD_140_ZINC;	-7.232; -7.677; -7.784; -6.545; -8.072; -7.205; -8.005
APVD_141_ZINC;	-8.863; -8.932; -8.977; -6.635; -9.080; -9.091; -9.062
APVD_142_ZINC;	-9.075; -9.106; -9.280; -6.715; -9.172; -9.465; -9.165
APVD_143_ZINC;	-5.573; -5.355; -5.110; -5.502; -4.840; -5.228; -4.955
APVD_144_ZINC;	-6.844; -6.824; -7.189; -4.938; -7.417; -6.502; -7.463
APVD_145_ZINC;	-5.839; -5.968; -5.340; -5.945; -5.136; -4.539; -5.214
APVD_146_ZINC;	-5.839; -5.971; -5.342; -5.945; -5.137; -4.539; -5.216
APVD_147_ZINC;	-6.675; -6.960; -6.944; -6.962; -7.198; -6.534; -7.141
APVD_148_ZINC;	-7.739; -8.010; -8.448; -8.047; -7.644; -8.040; -7.564
APVD_149_ZINC;	-6.206; -6.103; -6.504; -6.230; -5.829; -6.569; -5.810
APVD_150_ZINC;	-6.008; -5.848; -6.340; -6.333; -6.600; -5.877; -6.626
APVD_151_ZINC;	-8.152; -8.584; -8.286; -6.255; -8.110; -7.476; -8.193
APVD_152_ZINC;	-6.567; -6.728; -6.620; -5.978; -6.307; -6.645; -6.185
APVD_153_ZINC;	-6.851; -7.069; -6.835; -6.330; -6.413; -6.792; -6.304
APVD_154_ZINC;	-6.159; -5.946; -5.621; -6.661; -5.793; -5.735; -5.792
APVD_155_ZINC;	-8.279; -8.738; -8.503; -7.718; -8.603; -7.812; -8.498
APVD_156_ZINC;	-6.492; -6.495; -6.618; -6.415; -6.925; -6.634; -6.961
APVD_157_ZINC;	-6.429; -6.328; -6.838; -6.444; -6.868; -6.878; -6.933
APVD_158_ZINC;	-8.250; -8.413; -8.313; -7.959; -8.310; -7.616; -8.265
APVD_159_ZINC;	-7.182; -7.573; -7.719; -6.959; -7.154; -7.594; -7.163
APVD_160_ZINC;	-8.404; -8.739; -8.895; -7.536; -8.577; -8.196; -8.480
APVD_161_ZINC;	-8.999; -9.137; -8.921; -7.351; -8.250; -8.458; -8.377
APVD_162_ZINC;	-8.925; -9.139; -8.939; -7.428; -8.553; -8.723; -8.640
APVD_163_ZINC;	-7.987; -8.225; -8.370; -8.388; -7.945; -7.895; -7.913
APVD_164_ZINC;	-6.837; -7.197; -7.311; -6.787; -7.043; -6.886; -7.051
APVD_165_ZINC;	-6.714; -6.844; -7.099; -6.805; -6.918; -6.799; -6.996
APVD_166_ZINC;	-8.437; -8.789; -8.775; -8.130; -8.261; -8.205; -8.388
APVD_167_ZINC;	-7.694; -8.138; -7.930; -6.847; -7.562; -7.948; -7.514
APVD_168_ZINC;	-8.597; -8.930; -9.028; -8.379; -8.470; -8.660; -8.483
APVD_169_ZINC;	-6.198; -6.160; -6.562; -6.377; -6.615; -6.602; -6.731
APVD_170_ZINC;	-6.401; -6.353; -6.538; -6.744; -6.428; -6.245; -6.564
APVD_171_ZINC;	-8.521; -8.922; -8.831; -8.284; -8.344; -8.252; -8.332
APVD_172_ZINC;	-6.478; -6.350; -6.524; -6.595; -6.892; -6.541; -6.975
APVD_173_ZINC;	-8.182; -8.315; -8.558; -8.336; -7.750; -8.335; -7.765
APVD_174_ZINC;	-6.601; -6.461; -7.181; -6.698; -6.946; -7.066; -7.011
APVD_175_ZINC;	-6.551; -6.492; -6.960; -6.472; -6.905; -6.948; -6.960
APVD_176_ZINC;	-8.225; -8.581; -8.578; -8.041; -8.643; -8.083; -8.614
APVD_177_ZINC;	-8.211; -8.518; -8.232; -7.345; -8.190; -7.468; -8.175
APVD_178_ZINC;	-6.236; -6.182; -6.146; -7.012; -6.360; -5.919; -6.314
APVD_179_ZINC;	-6.311; -6.082; -5.956; -6.668; -6.272; -5.746; -6.220
APVD_180_ZINC;	-7.844; -8.059; -8.241; -7.458; -7.738; -7.859; -7.689
APVD_181_ZINC;	-7.808; -7.979; -8.047; -5.854; -7.703; -7.534; -7.631
APVD_182_ZINC;	-6.191; -6.034; -6.309; -6.938; -5.828; -6.094; -5.829
APVD_183_ZINC;	-8.553; -8.831; -9.108; -7.969; -8.649; -8.547; -8.557
APVD_184_ZINC;	-7.042; -7.495; -7.365; -6.561; -7.198; -7.322; -7.213
APVD_185_ZINC;	-6.083; -6.040; -6.181; -6.405; -6.529; -6.109; -6.635
APVD_186_ZINC;	-7.870; -8.263; -7.906; -6.668; -7.838; -7.388; -7.948
APVD_187_ZINC;	-8.158; -8.432; -8.293; -8.324; -7.604; -7.720; -7.773
APVD_188_ZINC;	-8.178; -8.518; -8.262; -7.930; -7.791; -7.861; -7.943
APVD_189_ZINC;	-7.825; -7.978; -8.248; -7.455; -7.795; -7.881; -7.727
APVD_190_ZINC;	-8.300; -8.744; -8.305; -9.384; -8.088; -8.002; -8.232
APVD_191_ZINC;	-8.783; -8.873; -9.058; -8.438; -8.231; -8.917; -8.258
APVD_192_ZINC;	-8.710; -8.845; -8.721; -7.516; -8.183; -8.760; -8.210
APVD_193_ZINC;	-7.458; -7.282; -7.870; -8.789; -6.286; -7.449; -6.445
APVD_194_ZINC;	-6.824; -6.720; -7.840; -7.974; -6.613; -6.938; -6.697
APVD_195_ZINC;	-6.682; -6.676; -8.221; -8.518; -6.794; -7.401; -6.853
APVD_196_ZINC;	-9.046; -9.243; -9.094; -8.916; -7.568; -8.946; -7.897
APVD_197_ZINC;	-9.168; -9.387; -9.090; -8.940; -7.474; -8.870; -7.791
APVD_198_ZINC;	-5.878; -5.766; -5.260; -4.856; -4.847; -5.364; -4.966
APVD_199_ZINC;	-7.163; -7.574; -7.401; -7.563; -7.047; -7.069; -7.111
APVD_200_ZINC;	-7.222; -7.628; -7.614; -7.104; -7.234; -7.460; -7.282
APVD_201_ZINC;	-6.602; -6.458; -7.598; -7.321; -6.677; -7.228; -6.754
APVD_202_ZINC;	-6.688; -6.416; -7.599; -6.527; -6.715; -7.116; -6.813
APVD_203_ZINC;	-6.447; -6.564; -6.881; -6.672; -6.945; -6.340; -6.922
APVD_204_ZINC;	-6.242; -5.803; -7.045; -7.193; -6.269; -6.242; -6.357
APVD_205_ZINC;	-7.728; -8.111; -8.228; -7.637; -7.590; -8.015; -7.530
APVD_206_ZINC;	-8.551; -8.840; -8.209; -7.439; -7.856; -7.770; -7.958
APVD_207_ZINC;	-8.750; -9.078; -8.041; -7.474; -8.000; -7.865; -8.097
APVD_208_ZINC;	-6.644; -6.399; -6.083; -5.997; -6.127; -6.170; -6.089
APVD_209_ZINC;	-7.063; -7.501; -7.247; -6.928; -7.035; -6.959; -7.084
APVD_210_ZINC;	-7.138; -7.570; -7.416; -6.561; -7.227; -7.325; -7.260
APVD_211_ZINC;	-8.757; -8.828; -8.584; -6.986; -8.200; -8.277; -8.183
APVD_212_ZINC;	-8.736; -8.839; -8.799; -6.837; -8.284; -8.586; -8.252
APVD_213_ZINC;	-8.829; -8.987; -8.382; -6.491; -8.379; -8.268; -8.349
APVD_214_ZINC;	-8.854; -8.956; -8.608; -6.435; -8.478; -8.623; -8.432
APVD_215_ZINC;	-5.877; -5.676; -5.710; -6.845; -5.515; -5.473; -5.526
APVD_216_ZINC;	-5.873; -5.698; -5.860; -6.915; -5.385; -5.403; -5.434
APVD_217_ZINC;	-5.853; -5.672; -5.451; -6.201; -5.015; -4.982; -5.117
APVD_218_ZINC;	-6.305; -6.127; -6.218; -5.998; -5.611; -5.431; -5.668
APVD_219_ZINC;	-5.974; -5.800; -5.771; -5.934; -5.499; -5.715; -5.495
APVD_220_ZINC;	-6.966; -6.925; -6.870; -6.581; -7.033; -7.136; -6.925
APVD_221_ZINC;	-6.720; -6.298; -7.181; -7.971; -6.460; -6.712; -6.639
APVD_222_ZINC;	-6.758; -6.545; -7.248; -4.923; -7.331; -6.579; -7.387
APVD_223_ZINC;	-8.156; -8.325; -8.865; -8.066; -8.065; -8.606; -8.076
APVD_224_ZINC;	-8.278; -8.332; -8.987; -9.074; -8.112; -8.763; -8.094
APVD_225_ZINC;	-8.278; -8.327; -8.987; -9.074; -8.113; -8.763; -8.094
APVD_226_ZINC;	-8.344; -8.477; -9.297; -7.668; -8.300; -9.046; -8.267
APVD_227_ZINC;	-6.426; -6.579; -7.129; -6.136; -7.136; -6.870; -7.179
APVD_228_ZINC;	-5.662; -5.640; -5.188; -4.801; -4.601; -5.269; -4.746
APVD_229_ZINC;	-6.302; -6.245; -5.997; -6.749; -5.817; -5.696; -5.818
APVD_230_ZINC;	-6.394; -6.286; -6.013; -6.749; -5.807; -5.665; -5.815
APVD_231_ZINC;	-6.525; -6.312; -6.131; -5.978; -6.008; -6.169; -5.992
APVD_232_ZINC;	-8.333; -8.477; -8.591; -7.307; -8.221; -7.987; -8.181
APVD_233_ZINC;	-5.306; -5.321; -5.121; -5.684; -5.158; -5.293; -5.236
APVD_234_ZINC;	-5.278; -5.176; -5.068; -6.215; -4.989; -5.262; -5.092
APVD_235_ZINC;	-5.600; -5.463; -5.258; -5.399; -4.898; -5.491; -5.015
APVD_236_ZINC;	-8.225; -8.508; -8.483; -8.110; -8.069; -7.964; -8.205
APVD_237_ZINC;	-8.298; -8.425; -8.544; -9.100; -7.897; -8.050; -8.018
APVD_238_ZINC;	-8.596; -8.706; -8.848; -9.006; -8.206; -8.308; -8.381
APVD_239_ZINC;	-7.698; -7.460; -8.212; -8.979; -6.948; -7.756; -7.061
APVD_240_ZINC;	-6.202; -6.008; -6.668; -7.499; -6.305; -6.284; -6.450
APVD_241_ZINC;	-5.751; -5.584; -5.987; -5.876; -5.626; -5.318; -5.669
APVD_242_ZINC;	-7.472; -7.828; -7.495; -7.511; -7.466; -7.037; -7.498
APVD_243_ZINC;	-7.692; -7.989; -7.741; -7.321; -7.661; -7.393; -7.677
APVD_244_ZINC;	-6.687; -6.570; -6.173; -6.557; -6.785; -6.071; -6.803
APVD_245_ZINC;	-8.190; -8.562; -8.241; -7.185; -8.059; -7.338; -8.091
APVD_246_ZINC;	-8.479; -8.808; -8.512; -8.466; -8.401; -7.749; -8.384
APVD_247_ZINC;	-8.407; -8.742; -8.938; -7.606; -8.613; -8.311; -8.527
APVD_248_ZINC;	-6.571; -6.390; -7.009; -6.402; -6.690; -6.884; -6.799
APVD_249_ZINC;	-7.724; -7.881; -7.988; -5.688; -7.774; -7.569; -7.705
APVD_250_ZINC;	-8.005; -8.226; -8.704; -5.955; -8.238; -8.313; -8.140
APVD_251_ZINC;	-5.685; -5.576; -5.190; -5.089; -4.606; -5.212; -4.799
APVD_252_ZINC;	-6.437; -6.197; -5.975; -6.922; -6.455; -5.862; -6.473
APVD_253_ZINC;	-5.587; -5.364; -4.969; -4.260; -4.894; -5.094; -5.013
APVD_254_ZINC;	-7.978; -8.217; -8.153; -7.549; -7.797; -7.419; -7.825
APVD_255_ZINC;	-7.656; -8.100; -8.402; -5.837; -8.041; -8.157; -8.035
APVD_256_ZINC;	-8.207; -8.602; -8.994; -6.233; -8.238; -8.743; -8.238
APVD_257_ZINC;	-8.196; -8.394; -8.373; -6.952; -8.076; -7.544; -8.026
APVD_258_ZINC;	-8.275; -8.595; -8.452; -6.794; -8.220; -7.776; -8.168
APVD_259_ZINC;	-5.646; -5.457; -5.230; -5.158; -4.990; -5.248; -5.149
APVD_260_ZINC;	-5.830; -5.640; -5.239; -5.089; -4.896; -5.311; -5.050
APVD_261_ZINC;	-8.464; -8.749; -8.590; -7.431; -8.168; -7.999; -8.122
APVD_262_ZINC;	-7.223; -7.443; -7.584; -7.043; -6.852; -7.360; -6.865
APVD_263_ZINC;	-7.947; -8.096; -9.022; -9.485; -7.928; -8.653; -7.905
APVD_264_ZINC;	-8.283; -8.513; -8.934; -8.984; -8.000; -9.011; -8.117
APVD_265_ZINC;	-7.918; -8.050; -9.075; -9.488; -7.980; -8.844; -7.942
APVD_266_ZINC;	-7.971; -8.094; -8.673; -8.751; -7.812; -8.627; -7.823
APVD_267_ZINC;	-7.735; -7.704; -8.687; -8.653; -7.173; -8.248; -7.229
APVD_268_ZINC;	-5.829; -5.583; -6.538; -6.712; -5.927; -5.966; -5.923
APVD_269_ZINC;	-7.483; -7.412; -8.291; -7.581; -7.606; -7.781; -7.608
APVD_270_ZINC;	-7.110; -7.166; -8.107; -9.385; -7.139; -7.768; -7.184
APVD_271_ZINC;	-8.230; -8.483; -9.144; -8.465; -8.034; -8.807; -7.991
APVD_272_ZINC;	-6.155; -5.954; -6.205; -6.144; -5.700; -6.138; -5.708
APVD_273_ZINC;	-6.972; -6.814; -7.205; -8.875; -6.394; -6.957; -6.500
APVD_274_ZINC;	-8.498; -8.742; -8.927; -8.960; -7.875; -8.738; -8.101
APVD_275_ZINC;	-7.422; -7.846; -7.831; -7.479; -7.410; -7.465; -7.394
APVD_276_ZINC;	-7.499; -7.901; -7.686; -5.414; -7.684; -7.183; -7.667
APVD_277_ZINC;	-6.375; -6.342; -6.669; -6.276; -6.508; -6.774; -6.463
APVD_278_ZINC;	-8.032; -8.251; -8.797; -7.716; -8.190; -8.440; -8.070
APVD_279_ZINC;	-7.799; -8.142; -8.365; -8.013; -7.811; -7.910; -7.673
APVD_280_ZINC;	-7.507; -7.950; -7.919; -7.384; -7.676; -7.510; -7.535
APVD_281_ZINC;	-6.533; -6.787; -6.665; -6.377; -6.557; -6.680; -6.498
APVD_282_ZINC;	-6.719; -7.041; -7.338; -6.731; -7.253; -7.079; -7.262
APVD_283_ZINC;	-6.885; -7.055; -7.487; -7.508; -6.982; -6.859; -7.064
APVD_284_ZINC;	-8.458; -8.700; -8.986; -8.265; -8.778; -8.590; -8.685
APVD_285_ZINC;	-8.579; -8.830; -9.241; -7.959; -8.969; -8.906; -8.861
APVD_286_ZINC;	-7.240; -7.477; -7.373; -6.514; -7.172; -7.017; -7.177
APVD_287_ZINC;	-6.873; -6.369; -7.943; -8.239; -6.971; -7.182; -7.075
APVD_288_ZINC;	-8.384; -8.555; -8.717; -8.152; -7.903; -8.153; -8.033
APVD_289_ZINC;	-7.242; -7.617; -7.439; -5.364; -7.480; -6.727; -7.449
APVD_290_ZINC;	-6.919; -6.595; -7.984; -7.793; -6.653; -7.113; -6.779
APVD_291_ZINC;	-7.172; -7.485; -7.466; -6.329; -7.185; -7.065; -7.145
APVD_292_ZINC;	-6.496; -6.351; -6.707; -6.592; -6.501; -6.305; -6.486
APVD_293_ZINC;	-6.604; -6.376; -6.785; -7.102; -6.610; -6.602; -6.594
APVD_294_ZINC;	-7.849; -8.085; -8.088; -7.339; -7.865; -7.959; -7.804
APVD_295_ZINC;	-7.659; -8.060; -7.774; -7.507; -7.676; -7.529; -7.630
APVD_296_ZINC;	-7.709; -8.039; -7.783; -7.602; -7.737; -7.528; -7.676
